semaine_code,semaine_label,jour,moment,type,distance_km,allure,repetitions,distance_rep,pause,surface,notes
1.1,Semaine du 20 au 26 Janvier  - ENDURANCE: 39 km,Lundi,journée,off,,,,,,,off
1.1,Semaine du 20 au 26 Janvier  - ENDURANCE: 39 km,Mardi,journée,intervalles,,5:10,6,4min,2,tapis,Mardi tapis roulant | 10 min à 5m10 | pause 2 min / | 6 x 4 min à 4m20 pause 2 min entre tes 4 min / | 10 min à 5m10
1.1,Semaine du 20 au 26 Janvier  - ENDURANCE: 39 km,Mercredi,journée,course,14.0,5:20,,,,ext,Mercredi 14 km ext à 5m20
1.1,Semaine du 20 au 26 Janvier  - ENDURANCE: 39 km,Jeudi,journée,course,10.0,5:10,,,,ext,Jeudi 10 km ext à 5m10
1.1,Semaine du 20 au 26 Janvier  - ENDURANCE: 39 km,Vendredi,journée,intervalles,,5:10,9,2min,2,tapis,Vendredi tapis roulant | 10 min à 5m10 | pause 2 min / | 9 x 2 min à 4m10 pause 1 min entre tes 2 min / | 10 min à 5m10
1.1,Semaine du 20 au 26 Janvier  - ENDURANCE: 39 km,Samedi,journée,off,,,,,,,off
1.1,Semaine du 20 au 26 Janvier  - ENDURANCE: 39 km,Dimanche,journée,course,15.0,5:25,,,,ext,Dimanche 15 km ext à 5m25
1.2,Semaine du 27 au 2 Février  - ENDURANCE: 45 km,Lundi,journée,off,,,,,,,off
1.2,Semaine du 27 au 2 Février  - ENDURANCE: 45 km,Mardi,journée,intervalles,,5:10,5,5min,2,tapis,Mardi tapis roulant | 10 min à 5m10 pause 2 min / | 5 x 5 min à 4m25 pause 2m30  entre tes 5 min / | 10 min à 5m10
1.2,Semaine du 27 au 2 Février  - ENDURANCE: 45 km,Mercredi,journée,course,15.0,5:25,,,,ext,Mercredi 15 km ext à 5m25
1.2,Semaine du 27 au 2 Février  - ENDURANCE: 45 km,Jeudi,journée,course,12.0,5:15,,,,ext,Jeudi 12 km ext à 5m15
1.2,Semaine du 27 au 2 Février  - ENDURANCE: 45 km,Vendredi,journée,intervalles,,5:10,15,1min,2,tapis,Vendredi tapis roulant | 10 min à 5m10 pause 2 min / | 15 x 1 min à 4m05 pause 1 min entre tes 1 min / | 10 min à 5m10
1.2,Semaine du 27 au 2 Février  - ENDURANCE: 45 km,Samedi,journée,off,,,,,,,off
1.2,Semaine du 27 au 2 Février  - ENDURANCE: 45 km,Dimanche,journée,course,18.0,5:30,,,,ext,Dimanche 18 km ext à 5m30
1.3,Semaine du 3 au 9 Février  - ENDURANCE: 48 km,Lundi,journée,off,,,,,,,off
1.3,Semaine du 3 au 9 Février  - ENDURANCE: 48 km,Mardi,journée,tempo,,5:10,,,,tapis,Mardi tapis roulant 60 min tempo | en alternance toute d'une shot | 10 min à 5m10 | 10 min à 4m30 | 10 min à 5m10 | 10 min à 4m30 | 10 min à 5m10 | 10 min à 4m30
1.3,Semaine du 3 au 9 Février  - ENDURANCE: 48 km,Mercredi,journée,course,16.0,5:30,,,,ext,Mercredi 16 km ext à 5m30
1.3,Semaine du 3 au 9 Février  - ENDURANCE: 48 km,Jeudi,journée,course,12.0,5:15,,,,ext,Jeudi 12 km ext à 5m15
1.3,Semaine du 3 au 9 Février  - ENDURANCE: 48 km,Vendredi,journée,intervalles,,5:10,9,2min,2,tapis,Vendredi tapis roulant | 10 min à 5m10 pause 2 min / | 9 x 2 min à 4m10 pause 1 min entre tes 2 min / | 10 min à 5m10
1.3,Semaine du 3 au 9 Février  - ENDURANCE: 48 km,Samedi,journée,off,,,,,,,off
1.3,Semaine du 3 au 9 Février  - ENDURANCE: 48 km,Dimanche,journée,course,20.0,5:35,,,,ext,Dimanche 20 km ext à 5m35 tes 4 dernier + rapide
1.4,Semaine du 10 au 16 Février  - ENDURANCE: 52 km,Lundi,journée,off,,,,,,,off
1.4,Semaine du 10 au 16 Février  - ENDURANCE: 52 km,Mardi,journée,tapis_complexe,5.0,5:10,,,2,tapis,Mardi tapis roulant | 10 min à 5m10 pause 2 min / | test 5 km comme une compétition joue souvent avec la vitesse pour faire un meilleur chrono / | 10 min à 4m40
1.4,Semaine du 10 au 16 Février  - ENDURANCE: 52 km,Mercredi,journée,course,18.0,5:30,,,,ext,Mercredi 18 km ext à 5m30
1.4,Semaine du 10 au 16 Février  - ENDURANCE: 52 km,Jeudi,journée,course,12.0,5:15,,,,ext,Jeudi 12 km ext à 5m15
1.4,Semaine du 10 au 16 Février  - ENDURANCE: 52 km,Vendredi,journée,intervalles,,5:10,18,1min,2,tapis,Vendredi tapis roulant | 10 min à 5m10 pause 2 min / | 18 x 1 min à 4m00 pause 1 min entre tes 1 min / | 10 min à 5m10
1.4,Semaine du 10 au 16 Février  - ENDURANCE: 52 km,Samedi,journée,off,,,,,,,off
1.4,Semaine du 10 au 16 Février  - ENDURANCE: 52 km,Dimanche,journée,course,22.0,5:35,,,,ext,22 km ext à 5m35 tes 5 dernier + rapide
10.1,Semaine du 29 au 5 Octobre,Lundi,journée,off,,,,,,,off
10.1,Semaine du 29 au 5 Octobre,Mardi,matin,intervalles,2.0,4:40,2,1500m,2,ext,2 km ext à 4m40 pause 2 min / | 2 x 1500m à 3m55 en contrôle pas + vite  pause 2m30 entre tes 1500m / | 8 x 500m à 3m35 pause 1m30 entre tes 500m / | 2 km à 4m40
10.1,Semaine du 29 au 5 Octobre,Mardi,soir,course,8.0,5:15,,,,ext,Mardi soir 8 km ext à 5m15
10.1,Semaine du 29 au 5 Octobre,Mercredi,journée,course,18.0,5:30,,,,ext,Mercredi 18 km ext à 5m30
10.1,Semaine du 29 au 5 Octobre,Jeudi,journée,course,14.0,5:25,,,,ext,Jeudi 14 km ext à 5m25
10.1,Semaine du 29 au 5 Octobre,Vendredi,journée,intervalles,2.0,4:40,12,400m,2,ext,2 km ext à 4m40 pause 2 min / | 12 x 400m à 3m30 pause 1m25 entre tes 400m pas + vite  / | 2 km à 4m40
10.1,Semaine du 29 au 5 Octobre,Vendredi,soir,course,8.0,5:15,,,,ext,Vendredi soir 8 km à 5m15
10.1,Semaine du 29 au 5 Octobre,Samedi,journée,off,,,,,,,off
10.1,Semaine du 29 au 5 Octobre,Dimanche,journée,course,24.0,4:45,,,,ext,Dimanche 24 km ext à 4m45 tes 4 dernier + rapide
10.2,Semaine du 6 au 12 octobre,Lundi,journée,off,,,,,,,off
10.2,Semaine du 6 au 12 octobre,Mardi,matin,intervalles,2.0,4:40,2,1500m,2,ext,2 km ext à 4m40 pause 2 min / | 2 x 1500m à 3m50 pas + vite  pause 2m30 entre tes 1500m / | 4 x 500m à 3m30 pause 1m30 entre tes 500m pas + vite  / | 2 km à 4m40
10.2,Semaine du 6 au 12 octobre,Mercredi,journée,course,16.0,5:25,,,,ext,Mercredi 16 km ext à 5m25
10.2,Semaine du 6 au 12 octobre,Jeudi,journée,course,12.0,5:10,,,,ext,Jeudi 12 km ext à 5m10
10.2,Semaine du 6 au 12 octobre,Vendredi,journée,intervalles,2.0,4:40,12,300m,2,ext,2 km ext à 4m40 pause 2 min / | 12 x 300m à 3m25 pause 1m10 entre tes 300m pas + vite  / | 2 km à 4m40
10.2,Semaine du 6 au 12 octobre,Samedi,journée,off,,,,,,,off
10.2,Semaine du 6 au 12 octobre,Dimanche,journée,tempo,15.0,4:45,,,,ext,Dimanche 15 km ext tempo | 5 km à 4m45 | 5 km à 4m10 | 5 km à 4m45
10.3,Semaine du 13 au 19 Octobre,Lundi,journée,course,14.0,5:20,,,,ext,Lundi 14 km ext à 5m20
10.3,Semaine du 13 au 19 Octobre,Mardi,journée,course,12.0,5:15,,,,ext,Mardi 12 km ext à 5m15
10.3,Semaine du 13 au 19 Octobre,Mercredi,journée,intervalles,2.0,4:40,12,300m,2,ext,2 km ext à 4m40 pause 2 min / | 12 x 300m à 3m25 pas + vite pause 1m10 entre tes 300m  / | 2 km à 4m40
10.3,Semaine du 13 au 19 Octobre,Jeudi,journée,off,,,,,,,off
10.3,Semaine du 13 au 19 Octobre,Vendredi,journée,off,,,,,,,off
10.3,Semaine du 13 au 19 Octobre,Samedi,journée,off,,,,,,,off
10.3,Semaine du 13 au 19 Octobre,Dimanche,journée,course_officielle,,,,,,,Dimanche Marathon de Toronto
10.4,Semaine du 20 au 26 Octobre,Lundi,journée,off,,,,,,,off
10.4,Semaine du 20 au 26 Octobre,Mardi,journée,off,,,,,,,off
10.4,Semaine du 20 au 26 Octobre,Mercredi,journée,off,,,,,,,off
10.4,Semaine du 20 au 26 Octobre,Jeudi,journée,intervalles,2.0,4:40,10,300m,2,ext,2 km ext à 4m40 pause 2 min / | 10 x 300m à 3m25 pause 1m10 entre tes 300m / | 2 km à 4m40
10.4,Semaine du 20 au 26 Octobre,Vendredi,journée,course,12.0,5:10,,,,ext,Vendredi 12 km ext à 5m10
10.4,Semaine du 20 au 26 Octobre,Samedi,journée,off,,,,,,,off
10.4,Semaine du 20 au 26 Octobre,Dimanche,journée,course,18.0,5:10,,,,ext,Dimanche 18 km ext à 5m10 tes 3 dernier km + rapide
11.1,Semaine du 27 au 2 Novembre,Lundi,journée,off,,,,,,,off
11.1,Semaine du 27 au 2 Novembre,Mardi,journée,intervalles,,4:40,4,7min,2,tapis,Mardi tapis roulant | 10 min à 4m40 pause 2 min / | 4 x 7 min à 3m50 pause 3m30  entre tes 7 min / | 10 min à 4m40
11.1,Semaine du 27 au 2 Novembre,Mercredi,journée,course,18.0,5:25,,,,ext,Mercredi 18 km ext à 5m25
11.1,Semaine du 27 au 2 Novembre,Jeudi,journée,course,12.0,5:10,,,,ext,Jeudi 12 km ext à 5m10 + RENFO
11.1,Semaine du 27 au 2 Novembre,Vendredi,journée,intervalles,,4:40,7,3min,2,tapis,Vendredi tapis roulant | 10 min à 4m40 pause 2 min / | 7 x 3 min à 3m25  pause 1m30 entre tes 3 min / | 10 min à 4m40
11.1,Semaine du 27 au 2 Novembre,Samedi,journée,course,10.0,5:00,,,,ext,Samedi 10 km ext à 5m00 + RENFO
11.1,Semaine du 27 au 2 Novembre,Dimanche,journée,course,25.0,5:10,,,,ext,Dimanche 25 km ext à 5m10 tes 5 dernier + rapide
11.2,Semaine du 3 au 9 Novembre,Lundi,journée,off,,,,,,,off
11.2,Semaine du 3 au 9 Novembre,Mardi,journée,intervalles,,4:40,7,4min,2,tapis,Mardi tapis roulant | 10 min à 4m40 pause 2 min / | 7 x 4 min à 3m40 pause 2 min  entre tes 4 min / | 10 min à 4m40
11.2,Semaine du 3 au 9 Novembre,Mercredi,journée,course,20.0,5:30,,,,ext,Mercredi 20 km ext à 5m30
11.2,Semaine du 3 au 9 Novembre,Jeudi,journée,course,12.0,5:10,,,,ext,Jeudi 12 km ext à 5m10 + RENFO
11.2,Semaine du 3 au 9 Novembre,Vendredi,journée,intervalles,,4:40,7,3min,2,tapis,Vendredi tapis roulant | 10 min à 4m40 pause 2 min / | 7 x 3 min à 3m30  pause 1m30 entre tes 3 min / | 10 min à 4m40
11.2,Semaine du 3 au 9 Novembre,Samedi,journée,course,12.0,5:10,,,,ext,Samedi 12 km ext à 5m10 ou off tu te juge si tes fatigué + RENFO
11.2,Semaine du 3 au 9 Novembre,Dimanche,journée,course,28.0,5:15,,,,ext,Dimanche 28 km ext à 5m15 tes 4 dernier + rapide
11.3,Semaine du 10 au 16 Novembre,Lundi,journée,off,,,,,,,off
11.3,Semaine du 10 au 16 Novembre,Mardi,journée,course,14.0,5:15,,,,ext,Mardi 14 km ext à 5m15
11.3,Semaine du 10 au 16 Novembre,Mercredi,journée,course,16.0,5:20,,,,ext,Mercredi 16 km ext à 5m20
11.3,Semaine du 10 au 16 Novembre,Jeudi,journée,off,,,,,,,off
11.3,Semaine du 10 au 16 Novembre,Vendredi,journée,course,18.0,5:25,,,,ext,Vendredi 18 km ext à 5m25
11.3,Semaine du 10 au 16 Novembre,Samedi,journée,course,12.0,5:10,,,,ext,Samedi 12 km ext à 5m10
11.3,Semaine du 10 au 16 Novembre,Dimanche,journée,course,20.0,5:10,,,,ext,Dimanche 20 km ext à 5m10 tes 5 dernier plus rapide
11.4,Semaine du 17 au 23 Novembre,Lundi,journée,off,,,,,,,off
11.4,Semaine du 17 au 23 Novembre,Mardi,journée,intervalles,,4:40,6,5min,2,tapis,Mardi tapis roulant | 10 min à 4m40 pause 2 min / | 6 x 5 min à 3m45 pause 2m30  entre tes 5 min / | 10 min à 4m40
11.4,Semaine du 17 au 23 Novembre,Mercredi,journée,course,18.0,5:25,,,,ext,Mercredi 18 km ext à 5m25
11.4,Semaine du 17 au 23 Novembre,Jeudi,journée,course,12.0,5:10,,,,ext,Jeudi 12 km ext à 5m10
11.4,Semaine du 17 au 23 Novembre,Vendredi,journée,intervalles,,4:40,11,2min,2,tapis,Vendredi tapis roulant | 10 min à 4m40 pause 2 min / | 11 x 2 min à 3m25  pause 1 min  entre tes 2 min / | 10 min à 4m40
11.4,Semaine du 17 au 23 Novembre,Samedi,journée,course,10.0,5:10,,,,ext,Samedi 10 km ext à 5m10
11.4,Semaine du 17 au 23 Novembre,Dimanche,journée,course,25.0,5:10,,,,ext,Dimanche 25 km ext à 5m10 tes 5 dernier + rapide
12.1,Semaine du 24 au 30 Novembre,Lundi,journée,course,12.0,5:15,,,,ext,Lundi 12 km ext à  5m15
12.1,Semaine du 24 au 30 Novembre,Mardi,journée,intervalles,,4:40,8,3min,2,tapis,Mardi tapis roulant | 10 min à 4m40 pause 2 min / | 8 x 3 min à 3m35 pause 1m30 entre tes 3 min  / | 10 min à 4m40
12.1,Semaine du 24 au 30 Novembre,Mercredi,journée,course,16.0,5:20,,,,ext,Mercredi 16 km ext à 5m20
12.1,Semaine du 24 au 30 Novembre,Jeudi,journée,course,12.0,5:10,,,,ext,Jeudi 12 km ext à 5m10
12.1,Semaine du 24 au 30 Novembre,Vendredi,journée,intervalles,,4:40,20,1min,2,tapis,Vendredi tapis roulant | 10 min à 4m40 pause 2 min / | 20 x 1 min à 3m20 pause 1 min  entre tes 1min / | 10 min à 4m40
12.1,Semaine du 24 au 30 Novembre,Samedi,journée,off,,,,,,,off
12.1,Semaine du 24 au 30 Novembre,Dimanche,journée,course,30.0,5:10,,,,ext,Dimanche 30 km ext à 5m10
12.2,Lundi off,Lundi,journée,off,,,,,,,off
12.2,Lundi off,Mardi,journée,tapis_complexe,5.0,4:40,,,2,tapis,Mardi tapis roulant 10 min à 4m40 pause 2 min / | test 5 km joue souvent avec la vitesse Up and down pour faire un meilleur chrono / | 10 min à 4m40
12.2,Lundi off,Mercredi,journée,course,20.0,5:20,,,,ext,Mercredi 20 km ext à 5m20
12.2,Lundi off,Jeudi,journée,course,14.0,5:15,,,,ext,Jeudi 14 km ext à 5m15
12.2,Lundi off,Vendredi,journée,intervalles,,4:40,10,2min,2,tapis,Vendredi tapis roulant | 10 min à 4m40 pause 2 min / | 10 x 2 min à 3m25 pause 1 min  entre tes 2 min / | 10 min à 4m40
12.2,Lundi off,Samedi,journée,course,12.0,5:10,,,,ext,Samedi 12 km ext à 5m10 Party Team Hebert
12.2,Lundi off,Dimanche,journée,course,25.0,5:15,,,,ext,Dimanche 25 km ext à 5m15
12.3,Semaine du 8 au 14 Décembre,Lundi,journée,off,,,,,,,off
12.3,Semaine du 8 au 14 Décembre,Mardi,journée,intervalles,,4:40,9,3min,2,tapis,Mardi tapis roulant | 10 min à 4m40 pause 2 min / | 9 x 3 min à 3m30 pause 1m30 entre tes 3 min / | 10 min à 4m40
12.3,Semaine du 8 au 14 Décembre,Mercredi,journée,course,18.0,5:20,,,,ext,Mercredi 18 km ext à 5m20
12.3,Semaine du 8 au 14 Décembre,Jeudi,journée,course,14.0,5:15,,,,ext,Jeudi 14 km ext à 5m15
12.3,Semaine du 8 au 14 Décembre,Vendredi,journée,tempo,,4:25,,,,tapis,Vendredi tapis roulant | 75 min tempo | 10 min à 4m25 | 15 min + rapide | 10 min à 4m25 | 15 min + rapide | 10 min à 4m25 | 15 min + rapide | en alternance toute d'une shot
12.3,Semaine du 8 au 14 Décembre,Samedi,journée,course,12.0,5:10,,,,ext,Samedi 12 km ext à 5m10
12.3,Semaine du 8 au 14 Décembre,Dimanche,journée,course,28.0,5:15,,,,ext,Dimanche 28 km ext à 5m15 tes 4 dernier km + rapide
12.4,Semaine du 15 au 21 Décembre,Lundi,journée,off,,,,,,,off
12.4,Semaine du 15 au 21 Décembre,Mardi,journée,intervalles,,4:40,6,3min,2,tapis,Mardi tapis roulant | 10 min à 4m40 pause 2 min / | 7 x 3m30 à 3m30 pause 1m45 entre tes 3m30 / | 10 min à 4m40 | RECOMMANDATION: | 10 min à 4m40 pause 2 min / | 6 x 3 min à 3m50 pause 2m entre tes 3 min / | 10 min à 4m40
12.4,Semaine du 15 au 21 Décembre,Mercredi,journée,course,20.0,5:25,,,,ext,Mercredi 20 km ext à 5m25
12.4,Semaine du 15 au 21 Décembre,Jeudi,journée,course,14.0,5:15,,,,ext,Jeudi 14 km ext à 5m15
12.4,Semaine du 15 au 21 Décembre,Vendredi,journée,intervalles,,4:40,20,1min,2,tapis,Vendredi tapis roulant | 10 min à 4m40 pause 2 min / | 20 x 1 min à 3m20 pause 1 min entre tes 1 min / | 10 min à 4m40 | RECOMMANDATION | 10 min à 4m40 pause 2 min / | 12 x 1 min à 3m45 pause 1 min entre tes 1 min / | 10 min à 4m40
12.4,Semaine du 15 au 21 Décembre,Samedi,journée,course,10.0,5:10,,,,ext,Samedi 10 km ext à 5m10
12.4,Semaine du 15 au 21 Décembre,Dimanche,journée,course,30.0,5:15,,,,ext,Dimanche 30 km ext à 5m15 tes 4 dernier km + rapide
13.1,Semaine du 22 au 28 Décembre,Lundi,journée,off,,,,,,,off
13.1,Semaine du 22 au 28 Décembre,Mardi,journée,intervalles,,4:40,7,4min,2,tapis,Mardi tapis roulant | 10 min à 4m40 pause 2 min / | 7 x 4 min à 3m35 pause 2 min entre tes 4 min / | 10 min à 4m40
13.1,Semaine du 22 au 28 Décembre,Mercredi,journée,course,18.0,5:30,,,,ext,Mercredi 18 km ext à 5m30
13.1,Semaine du 22 au 28 Décembre,Jeudi,journée,course,14.0,5:20,,,,ext,Jeudi 14 km ext à 5m20
13.1,Semaine du 22 au 28 Décembre,Vendredi,journée,tempo,,4:25,,,,tapis,Vendredi tapis roulant 90 min tempo | 15 min à 4m25 | 15 min + rapide en alternance toute d'une shot
13.1,Semaine du 22 au 28 Décembre,Samedi,journée,course,12.0,5:10,,,,ext,Samedi 12 km ext à 5m10
13.1,Semaine du 22 au 28 Décembre,Dimanche,journée,course,25.0,5:15,,,,ext,Dimanche 25 km ext à 5m15
13.1,Semaine du 22 au 28 Décembre,Lundi,journée,autre,,,,,,,Lundi 23: OFF ✅
13.1,Semaine du 22 au 28 Décembre,Mardi,journée,intervalles,,3:55,6,2min,,ext,"Mardi 24: 6x2min à 3m55-4m00 (qualité légère, pas 7x4min)"
13.1,Semaine du 22 au 28 Décembre,Mercredi,journée,autre,,,,,,,Mercredi 25: OFF (Noël) ✅
13.1,Semaine du 22 au 28 Décembre,Jeudi,journée,course,12.0,5:30,,,,ext,Jeudi 26: 12 km facile à 5m30
13.1,Semaine du 22 au 28 Décembre,Vendredi,journée,autre,,,,,,,Vendredi 27: OFF ✅
13.1,Semaine du 22 au 28 Décembre,Samedi,journée,course,10.0,5:20,,,,ext,Samedi 28: 10 km facile à 5m20
13.1,Semaine du 22 au 28 Décembre,Dimanche,journée,course,20.0,5:25,,,,ext,Dimanche 29: 18-20 km facile à 5m25
13.2,Semaine du 29 au 4 Janvier,Lundi,journée,off,,,,,,,off
13.2,Semaine du 29 au 4 Janvier,Mardi,journée,intervalles,,4:40,8,3min,2,tapis,Mardi tapis roulant | 10 min à 4m40 pause 2 min / | 8 x 3 min à 3m30 pause 1m30 entre tes 3 min / | 10 min à 4m40
13.2,Semaine du 29 au 4 Janvier,Mercredi,journée,course,20.0,5:30,,,,ext,Mercredi 20 km ext à 5m30
13.2,Semaine du 29 au 4 Janvier,Jeudi,journée,course,14.0,5:20,,,,ext,Jeudi 14 km ext à 5m20
13.2,Semaine du 29 au 4 Janvier,Vendredi,journée,tempo,,4:25,,,,tapis,Vendredi tapis roulant 80 min tempo | 20 min à 4m25 | 20 min + rapide | 20 min à 4m25 | 20 min + rapide | en alternance toute d'une shot
13.2,Semaine du 29 au 4 Janvier,Samedi,journée,course,12.0,5:10,,,,ext,Samedi 12 km ext à 5m10
13.2,Semaine du 29 au 4 Janvier,Dimanche,journée,course,28.0,5:15,,,,ext,Dimanche 28 km ext à 5m15
13.3,Semaine du 5 au 11 Janvier,Lundi,journée,off,,,,,,,off
13.3,Semaine du 5 au 11 Janvier,Mardi,journée,intervalles,,4:40,8,4min,2,tapis,Mardi tapis roulant | 10 min à 4m40 pause 2 min / | 8 x 4 min à 3m30 pause 2 min  entre tes 4 min / | 10 min à 4m40
13.3,Semaine du 5 au 11 Janvier,Mercredi,journée,course,18.0,5:25,,,,ext,Mercredi 18 km ext à 5m25
13.3,Semaine du 5 au 11 Janvier,Jeudi,journée,course,14.0,5:20,,,,ext,Jeudi 14 km ext à 5m20
13.3,Semaine du 5 au 11 Janvier,Vendredi,journée,tapis_complexe,5.0,4:40,,,2,tapis,Vendredi tapis roulant | 10 min à 4m40 pause 2 min / | test 5 km joue souvent avec la vitesse Up and down pour un meilleur chrono / | 10 min à 4m40  / 10 min à  4m40
13.3,Semaine du 5 au 11 Janvier,Samedi,journée,course,12.0,5:10,,,,ext,Samedi 12 km ext à 5m10
13.3,Semaine du 5 au 11 Janvier,Dimanche,journée,course,30.0,5:15,,,,ext,Dimanche 30 km ext à 5m15
13.4,Semaine du 12 au 18 Janvier,Lundi,journée,off,,,,,,,off
13.4,Semaine du 12 au 18 Janvier,Mardi,journée,intervalles,,4:40,5,6min,2,tapis,Mardi tapis roulant 10 min à 4m40 pause 2 min / 5 x 6 min à 3m40 pause 3 min entre tes 6 min / 10 min à 4m40
13.4,Semaine du 12 au 18 Janvier,Mercredi,journée,course,16.0,5:20,,,,tapis,Mercredi 16 km tapis roulant à 5m20
13.4,Semaine du 12 au 18 Janvier,Jeudi,journée,course,10.0,5:00,,,,tapis,Jeudi 10 km tapis roulant  à 5m00
13.4,Semaine du 12 au 18 Janvier,Vendredi,journée,course,5.0,4:40,,,,tapis,Vendredi tapis roulant 10 min à 4m40 pause 2 min / test 5 km joue souvent avec la vitesse Up and down pour un meilleur chrono / 10 min à 4m40
13.4,Semaine du 12 au 18 Janvier,Samedi,journée,course,12.0,5:10,,,,tapis,Samedi tapis roulant 12 km à 5m10
13.4,Semaine du 12 au 18 Janvier,Dimanche,journée,course,28.0,5:15,,,,tapis,Dimanche 28 km tapis  à 5m15 tes 5 dernier km + rapide
14.1,Semaine du 19 au 25 Janvier,Lundi,journée,course,16.0,5:25,,,,ext,Lundi 16 km ext à 5m25
14.1,Semaine du 19 au 25 Janvier,Mardi,journée,off,,,,,,,off
14.1,Semaine du 19 au 25 Janvier,Mercredi,journée,intervalles,,4:40,8,4min,2,tapis,Mercredi tapis roulant 10 min à 4m40 pause 2 min / 8 x 4 min à 3m35 pause 2 min entre tes 4 min / 10 min à 4m40
14.1,Semaine du 19 au 25 Janvier,Jeudi,journée,course,14.0,5:20,,,,ext,Jeudi 14 km ext à 5m20
14.1,Semaine du 19 au 25 Janvier,Vendredi,journée,intervalles,,4:40,22,1min,2,tapis,Vendredi tapis | 10 min à 4m40 pause 2 min / | 22 x 1 min à 3m25 pause 1 min entre tes 1 min  / | 10 min à 4m40
14.1,Semaine du 19 au 25 Janvier,Samedi,journée,course,10.0,5:10,,,,ext,Samedi  10 km ext à 5m10
14.1,Semaine du 19 au 25 Janvier,Dimanche,journée,course,34.0,5:15,,,,ext,Dimanche 34 km ext à 5m15
14.2,Semaine du 26 au 1 Février,Lundi,journée,off,,,,,,,off
14.2,Semaine du 26 au 1 Février,Mardi,journée,intervalles,,4:40,4,8min,2,tapis,Mardi tapis roulant | 10 min à 4m40 pause 2 min / | 4 x 8 min à 3m50 pause 4 min entre tes 8 min / | 10 min à 4m40
14.2,Semaine du 26 au 1 Février,Mercredi,journée,course,20.0,5:30,,,,ext,Mercredi 20 km ext à 5m30
14.2,Semaine du 26 au 1 Février,Jeudi,journée,course,14.0,5:20,,,,ext,Jeudi 14 km ext à 5m20
14.2,Semaine du 26 au 1 Février,Vendredi,journée,tempo,16.0,4:40,,,,tapis,Vendredi tapis roulant 16 km  tempo | 3 km à 4m40 | 3 km  Pace Marathon | 1 km à 4m40 | 2 km pace Demi Marathon | 1 km à 4m40 | 2 km Pace 10 km | 1 km à 4m40 | 1 km Pace 5 km | 2 km à 4m40
14.2,Semaine du 26 au 1 Février,Samedi,journée,course,12.0,5:10,,,,ext,Samedi 12 km ext à 5m10
14.2,Semaine du 26 au 1 Février,Dimanche,journée,course,28.0,5:10,,,,ext,Dimanche 28 km ext à 5m10 tes 4 dernier km + rapide
14.3,Semaine du 2 au 8 Février,Lundi,journée,off,,,,,,,off
14.3,Semaine du 2 au 8 Février,Mardi,journée,intervalles,,4:40,8,4min,2,tapis,Mardi tapis roulant | 10 min à 4m40 pause 2 min / | 8 x 4 min à 3m35 pause 2 min entre tes 4 min / | 10 min à 4m40
14.3,Semaine du 2 au 8 Février,Mercredi,journée,course,18.0,5:30,,,,ext,Mercredi 18 km ext à 5m30
14.3,Semaine du 2 au 8 Février,Jeudi,journée,course,12.0,5:15,,,,ext,Jeudi 12 km ext à 5m15
14.3,Semaine du 2 au 8 Février,Vendredi,journée,tempo,18.0,4:40,,,,tapis,Vendredi tapis roulant 18 km  tempo | 3 km à 4m40 | 4 km  Pace Marathon | 1 km à 4m40 | 4 km pace Demi Marathon | 1 km à 4m40 | 2 km Pace 5 km | 3 km à 4m40
14.3,Semaine du 2 au 8 Février,Samedi,journée,course,12.0,5:10,,,,ext,Samedi 12 km ext à 5m10
14.3,Semaine du 2 au 8 Février,Dimanche,journée,course,32.0,5:15,,,,ext,Dimanche 32 km ext à 5m15
14.4,Semaine du 9 au 15 Février,Lundi,journée,off,,,,,,,off
14.4,Semaine du 9 au 15 Février,Mardi,journée,intervalles,,4:40,10,3min,2,tapis,Mardi tapis roulant | 10 min à 4m40 pause 2 min / | 10 x 3 min à 3m30 pause 1m30 entre tes 3 min / | 10 min à 4m40
14.4,Semaine du 9 au 15 Février,Mercredi,journée,course,20.0,5:30,,,,ext,Mercredi 20 km ext à 5m30
14.4,Semaine du 9 au 15 Février,Jeudi,journée,course,14.0,5:20,,,,ext,Jeudi 14 km ext à 5m20
14.4,Semaine du 9 au 15 Février,Vendredi,journée,intervalles,,4:40,12,2min,2,tapis,Vendredi tapis roulant | 10 min à 4m40 pause 2 min / | 12 x 2 min à 3m25 pause 1 min entre tes 2 min / | 10 min à 4m40
14.4,Semaine du 9 au 15 Février,Samedi,journée,course,14.0,5:15,,,,ext,Samedi 14 km ext à 5m15
14.4,Semaine du 9 au 15 Février,Dimanche,journée,course,26.0,5:15,,,,ext,Dimanche 26 km ext à 5m15 tes 4 dernier km + rapide
15.1,Semaine du 16 au 22 Février,Lundi,journée,off,,,,,,,off
15.1,Semaine du 16 au 22 Février,Mardi,matin,intervalles,,4:40,9,3min,2,tapis,Mardi matin tapis roulant | 10 min à 4m40 pause 2 min / | 9 x 3 min à 3m30 pause 1m30 entre tes 3 min / | 10 min à 4m40
15.1,Semaine du 16 au 22 Février,Mardi,soir,course,10.0,5:15,,,,ext,Mardi soir 10 km ext à  5m15
15.1,Semaine du 16 au 22 Février,Mercredi,journée,course,20.0,5:35,,,,ext,Mercredi 20 km ext à 5m35
15.1,Semaine du 16 au 22 Février,Jeudi,journée,course,12.0,5:15,,,,ext,Jeudi 12 km ext à 5m15
